locality,region,query_used,score,latitude,longitude,resolved_name,admin1,admin2,country,geocode_status
Неклиновский р-н,Ростовская обл,,,,,,,,,not_found
Некрасовская ст-ца,Краснодарский край,,,,,,,,,not_found
Некрасовский рп,Московская обл,некрасовский,14.93708422686302,56.08667,37.49753,Некрасовский,Московская область,,Россия,ok
Некрасовское рп,Ярославская обл,некрасовское,14.875683981482949,57.67958,40.36504,Некрасовское,Ярославская Область,,Россия,ok
Нелидово г,Тверская обл,нелидово,15.014053400901933,56.22761,32.77474,Нелидово,Тверская Область,,Россия,ok
Неман г,Калининградская обл,неман,14.943412371857772,55.03111,22.02639,Неман,Калининградская Область,,Россия,ok
Немчиновка с,Московская обл,немчиновка,14.850491816054063,55.72288,37.36086,Немчиновка,Московская область,,Россия,ok
Непецино с,Московская обл,непецино,14.0,55.20597,38.61021,Непецино,Московская область,,Россия,ok
Нерехта г,Костромская обл,нерехта,15.01406523452126,57.45795,40.57169,Нерехта,Костромская Область,,Россия,ok
Нерль п,Ивановская обл,нерль,14.77376162828579,56.66285,40.38931,Нерль,Ивановская Область,,Россия,ok
Нестеров г,Калининградская обл,нестеров,14.853149049611709,54.63056,22.57139,Нестеров,Калининградская Область,,Россия,ok
Нефтегорск г,Самарская обл,нефтегорск,14.988037244503008,52.80135,51.16551,Нефтегорск,Самарская Область,,Россия,ok
Нефтекамск г,Башкортостан Респ,нефтекамск,15.175041363847775,56.08879,54.26383,Нефтекамск,Башкортостан,,Россия,ok
Нефтекумск г,Ставропольский край,нефтекумск,9.022980122233886,44.75583,44.9925,Нефтекумск,Ставрополье,,Россия,ok
Нефтеюганск г,Ханты-Мансийский Автономный округ - Югра АО,нефтеюганск,9.163189002457443,61.09979,72.60349,Нефтеюганск,Ханты-Мансийский АО,,Россия,ok
Нехаевская ст-ца,Волгоградская обл,,,,,,,,,not_found
Нечаевка с,Воронежская обл,нечаевка,8.0,55.78333,41.53333,Нечаевка,Владимирская область,,Россия,ok
Нея г,Костромская обл,нея,14.931874624581996,58.29708,43.86834,Нея,Костромская Область,,Россия,ok
Нижегородец п,Нижегородская обл,нижегородец,14.0,56.00371,43.98857,Нижегородец,Нижегородская Область,,Россия,ok
Нижнебаканская ст-ца,Краснодарский край,,,,,,,,,not_found
Нижневартовск г,Ханты-Мансийский Автономный округ - Югра АО,нижневартовск,9.2408760396277,60.9344,76.5531,Нижневартовск,Ханты-Мансийский АО,,Россия,ok
Нижнедевицк с,Воронежская обл,нижнедевицк,14.87516327024723,51.54413,38.36436,Нижнедевицк,Воронежская Область,,Россия,ok
Нижнее Хорошово с,Московская обл,нижнее хорошово,14.0,55.14453,38.79542,Нижнее Хорошово,Московская область,,Россия,ok
Нижнеивкино пгт,Кировская обл,нижнеивкино,14.771199650704768,58.19398,49.52137,Нижнеивкино,Кировская Область,,Россия,ok
Нижнекамск г,Татарстан Респ,нижнекамск,15.236434908839458,55.63794,51.81502,Нижнекамск,Татарстан,,Россия,ok
Нижнесортымский п,Ханты-Мансийский Автономный округ - Югра АО,нижнесортымский,8.962937960011146,62.43965,71.76029,Нижнесортымский,Ханты-Мансийский АО,,Россия,ok
Нижние Вязовые пгт,Татарстан Респ,нижние вязовые,14.902292586811622,55.79877,48.52476,Нижние Вязовые,Татарстан,,Россия,ok
Нижние Кропачи д,Кировская обл,нижние кропачи,14.0,58.71667,50.13,Нижние Кропачи,Кировская Область,,Россия,ok
Нижние Серги г,Свердловская обл,нижние серги,14.939914089486784,56.66134,59.29979,Нижние Серги,Свердловская Область,,Россия,ok
Нижний Ингаш рп,Красноярский край,нижний ингаш,14.9042986242304,56.2003,96.5373,Нижний Ингаш,Красноярский Край,,Россия,ok
Нижний Кисляй рп,Воронежская обл,нижний кисляй,14.838822281011929,50.8536,40.1726,Нижний Кисляй,Воронежская Область,,Россия,ok
Нижний Ломов г,Пензенская обл,нижний ломов,15.007895232186687,53.53041,43.67663,Нижний Ломов,Пензенская Область,,Россия,ok
Нижний Мамон с,Воронежская обл,нижний мамон,14.82725706084249,50.1937,40.5083,Нижний Мамон,Воронежская Область,,Россия,ok
Нижний Новгород г,Нижегородская обл,нижний новгород,15.404583943290111,56.32867,44.00205,Нижний Новгород,Нижегородская Область,,Россия,ok
Нижний Тагил г,Свердловская обл,нижний тагил,15.285086169358156,57.91944,59.965,Нижний Тагил,Свердловская Область,,Россия,ok
Нижняя Мактама пгт,Татарстан Респ,нижняя мактама,14.92687036152731,54.86356,52.4281,Нижняя Мактама,Татарстан,,Россия,ok
Нижняя Омка с,Омская обл,нижняя омка,14.85654117636867,55.43372,74.94035,Нижняя Омка,Омская Область,,Россия,ok
Нижняя Павловка с,Оренбургская обл,нижняя павловка,14.821392359562276,51.71324,54.80146,Нижняя Павловка,Оренбургская Область,,Россия,ok
Нижняя Пойма пгт,Красноярский край,нижняя пойма,14.916544760308543,56.1643,97.2065,Нижняя Пойма,Красноярский Край,,Россия,ok
Нижняя Салда г,Свердловская обл,нижняя салда,14.976846934085804,58.07756,60.7202,Нижняя Салда,Свердловская Область,,Россия,ok
Нижняя Тавда с,Тюменская обл,нижняя тавда,8.881165224814705,57.6687,66.17821,Нижняя Тавда,Тюмень,,Россия,ok
Нижняя Тура г,Свердловская обл,нижняя тура,15.002574943206907,58.62369,59.8523,Нижняя Тура,Свердловская Область,,Россия,ok
Никель пгт,Мурманская обл,никель,14.965483386705182,69.41285,30.22198,Никель,Мурманская Область,,Россия,ok
Никитовка с,Белгородская обл,никитовка,14.0,50.36761,38.4124,Никитовка,Белгородская Область,,Россия,ok
Николаевка д,Башкортостан Респ,николаевка,8.876717339668401,53.1309,47.21153,Николаевка,Ульяновская Область,,Россия,ok
Николаевка рп,Ульяновская обл,николаевка,14.8767173396684,53.1309,47.21153,Николаевка,Ульяновская Область,,Россия,ok
Николаевка с,Ростовская обл,николаевка,8.876717339668401,53.1309,47.21153,Николаевка,Ульяновская Область,,Россия,ok
Николаевск г,Волгоградская обл,николаевск,14.968315255354396,50.02805,45.46115,Николаевск,Волгоградская Область,,Россия,ok
Николо-Березовка с,Башкортостан Респ,,,,,,,,,not_found
Николо-Павловское с,Свердловская обл,,,,,,,,,not_found
Никологоры п,Владимирская обл,никологоры,14.873953642255968,56.1413,41.99218,Никологоры,Владимирская область,,Россия,ok
Никольск г,Вологодская обл,никольск,14.904640868029382,59.53531,45.45743,Никольск,Вологодская Область,,Россия,ok
Никольск г,Пензенская обл,никольск,15.009827278074528,53.71886,46.07118,Никольск,Пензенская Область,,Россия,ok
Никольский пгт,Ленинградская обл,никольский,14.0,60.91853,34.06427,Никольский,Ленинградская область,,Россия,ok
Никольское г,Ленинградская обл,никольское,14.98668754340394,59.70056,30.78472,Никольское,Ленинградская область,,Россия,ok
Никольское д,Смоленская обл,никольское,8.98668754340394,59.70056,30.78472,Никольское,Ленинградская область,,Россия,ok
Никольское с,Астраханская обл,никольское,8.98668754340394,59.70056,30.78472,Никольское,Ленинградская область,,Россия,ok
Никольское с,Белгородская обл,никольское,8.98668754340394,59.70056,30.78472,Никольское,Ленинградская область,,Россия,ok
Никольское с,Липецкая обл,никольское,8.98668754340394,59.70056,30.78472,Никольское,Ленинградская область,,Россия,ok
Никуличи д,Орловская обл,никуличи,14.0,52.78038,36.51523,Никуличи,Орловская Область,,Россия,ok
Никульское п,Ярославская обл,никульское,14.0,57.41972,38.87962,Никульское,Ярославская Область,,Россия,ok
Нифантово д,Вологодская обл,нифантово,14.0,59.21323,38.46193,Нифантово,Вологодская Область,,Россия,ok
Новатор п,Вологодская обл,новатор,14.0,60.74738,46.20699,Новатор,Вологодская Область,,Россия,ok
Новая Адыгея аул,Адыгея Респ,новая адыгея,14.0,45.02519,38.93708,Новая Адыгея,Адыгея,,Россия,ok
Новая Адыгея п.,Адыгея Респ,новая адыгея,14.0,45.02519,38.93708,Новая Адыгея,Адыгея,,Россия,ok
Новая Деревня д,Липецкая обл,новая деревня,8.0,53.78626,35.72487,Новая Деревня,Калужская Область,,Россия,ok
Новая Ладога г,Ленинградская обл,новая ладога,14.917792048072007,60.10246,32.30191,Новая Ладога,Ленинградская область,,Россия,ok
Новая Ляда рп,Тамбовская обл,новая ляда,14.848714627006396,52.71309,41.63872,Новая Ляда,Тамбовская Область,,Россия,ok
Новая Ляля г,Свердловская обл,новая ляля,14.956430163721723,59.05233,60.59315,Новая Ляля,Свердловская Область,,Россия,ok
Новая Майна рп,Ульяновская обл,новая майна,14.877168035901038,54.15,49.75,Новая Майна,Ульяновская Область,,Россия,ok
Новая Малыкла с,Ульяновская обл,новая малыкла,6.809955428237636,54.2046,49.93151,Нов.Малыкла,Ульяновская Область,,Россия,ok
Новая Ольховка п,Московская обл,,,,,,,,,not_found
Новая Отрадовка с,Башкортостан Респ,новая отрадовка,14.0,53.59233,55.89795,Новая Отрадовка,Башкортостан,,Россия,ok
Новая Усмань с,Воронежская обл,новая усмань,15.00063148623356,51.64355,39.41138,Новая Усмань,Воронежская Область,,Россия,ok
Ново-Писцово п,Ивановская обл,,,,,,,,,not_found
Ново-Талицы с,Ивановская обл,,,,,,,,,not_found
Новоабзаково с,Башкортостан Респ,новоабзаково,14.0,53.81079,58.64777,Новоабзаково,Башкортостан,,Россия,ok
Новоаганск пгт,Ханты-Мансийский Автономный округ - Югра АО,новоаганск,8.920109779060924,61.9449,76.6625,Новоаганск,Ханты-Мансийский АО,,Россия,ok
Новоалександрово с,Владимирская обл,новоалександрово,14.0,56.22325,40.25997,Новоалександрово,Владимирская область,,Россия,ok
Новоалександровск г,Ставропольский край,новоалександровск,9.022596952302964,45.49745,41.2253,Новоалександровск,Ставрополье,,Россия,ok
Новоалтайск г,Алтайский край,новоалтайск,15.101946485942108,53.41426,83.94108,Новоалтайск,Алтайский Край,,Россия,ok
Новоаннинский г,Волгоградская обл,новоаннинский,14.986433083733491,50.5283,42.6746,Новоаннинский,Волгоградская Область,,Россия,ok
Новобатайск с,Ростовская обл,новобатайск,14.853660358493606,46.89845,39.7822,Новобатайск,Ростовская Область,,Россия,ok
Новобелокатай с,Башкортостан Респ,новобелокатай,14.868676717538769,55.70691,58.95726,Новобелокатай,Башкортостан,,Россия,ok
Нововаршавка рп,Омская обл,нововаршавка,14.877770959579523,54.16876,74.69832,Нововаршавка,Омская Область,,Россия,ok
Нововеличковская ст-ца,Краснодарский край,,,,,,,,,not_found
Нововоронеж г,Воронежская обл,нововоронеж,15.052923880010953,51.31528,39.21872,Нововоронеж,Воронежская Область,,Россия,ok
Новогуровский рп,Тульская обл,новогуровский,14.82168985809136,54.46759,37.33661,Новогуровский,Тульская Область,,Россия,ok
Новодарьино д,Московская обл,новодарьино,14.309104245335831,55.89114,36.66986,Новодарьино,Московская область,,Россия,ok
Новодвинск г,Архангельская обл,новодвинск,15.066665041466774,64.41638,40.81674,Новодвинск,Архангельская Область,,Россия,ok
Новодеревянковская ст-ца,Краснодарский край,,,,,,,,,not_found
Новоджерелиевская ст-ца,Краснодарский край,,,,,,,,,not_found
Новодугино с,Смоленская обл,новодугино,14.826744895830483,55.63275,34.2963,Новодугино,Смоленская Область,,Россия,ok
Новое Атлашево п,Чувашская Республика - Чувашия,,,,,,,,,not_found
Новое Гришино п,Московская обл,,,,,,,,,not_found
Новое Девяткино д,Ленинградская обл,новое девяткино,14.930373963623474,60.06364,30.48328,Новое Девяткино,Ленинградская область,,Россия,ok
Новое Казачье д,Калужская обл,новое казачье,14.0,54.05437,35.80052,Новое Казачье,Калужская Область,,Россия,ok
Новое Шигалеево с,Татарстан Респ,новое шигалеево,14.0,55.81449,49.45563,Новое Шигалеево,Татарстан,,Россия,ok
Новое д,Московская обл,новое,14.78075100422162,55.63104,38.92001,Новое,Московская область,,Россия,ok
Новое с,Владимирская обл,новое,14.0,56.55804,39.51844,Новое,Владимирская область,,Россия,ok
Новоживотинное с,Воронежская обл,новоживотинное,14.75999019592085,51.8853,39.1753,Новоживотинное,Воронежская Область,,Россия,ok
Новозавидовский пгт,Тверская обл,новозавидовский,14.894141462800684,56.55,36.43333,Новозавидовский,Тверская Область,,Россия,ok
Новозыбков г,Брянская обл,новозыбков,15.065895203916094,52.53711,31.93659,Новозыбков,Брянская Область,,Россия,ok
Новоивановское рп,Московская обл,новоивановское,14.86803319287934,55.70381,37.3651,Новоивановское,Московская область,,Россия,ok
Новоильинский рп,Пермский край,новоильинский,14.0,57.8947,55.4781,Новоильинский,Пермский край,,Россия,ok
Новоисетское с,Свердловская обл,новоисетское,14.0,56.362,62.1455,Новоисетское,Свердловская Область,,Россия,ok
Новокорсунская ст-ца,Краснодарский край,,,,,,,,,not_found
Новокубанск г,Краснодарский край,новокубанск,15.050237899717036,45.11326,41.0365,Новокубанск,Краснодарский край,,Россия,ok
Новокузнецк г,Кемеровская область - Кузбасс обл,новокузнецк,9.319861490763785,53.75752,87.13599,Новокузнецк,Кузба́сс,,Россия,ok
Новокуйбышевск г,Самарская обл,новокуйбышевск,15.162447578420696,53.09709,49.94001,Новокуйбышевск,Самарская Область,,Россия,ok
Новолеушковская ст-ца,Краснодарский край,,,,,,,,,not_found
Новоликеево д,Нижегородская обл,новоликеево,14.0,56.11972,44.23244,Новоликеево,Нижегородская Область,,Россия,ok
Новолисино д,Ленинградская обл,новолисино,14.0,59.5659,30.76927,Новолисино,Ленинградская область,,Россия,ok
Новолуговое с,Новосибирская обл,новолуговое,14.81044013079216,54.9792,83.1138,Новолуговое,Новосибирская Область,,Россия,ok
Новоминская ст-ца,Краснодарский край,,,,,,,,,not_found
Новомихайловский пгт,Краснодарский край,новомихайловский,14.924676872858974,44.2626,38.8585,Новомихайловский,Краснодарский край,,Россия,ok
Новомичуринск г,Рязанская обл,новомичуринск,14.99437653990347,54.0384,39.7479,Новомичуринск,Рязанская Область,,Россия,ok
Новомосковск г,Тульская обл,новомосковск,15.178282282276994,54.01098,38.29084,Новомосковск,Тульская Область,,Россия,ok
Новомурапталово с,Башкортостан Респ,новомурапталово,14.0,52.41667,55.8,Новомурапталово,Башкортостан,,Россия,ok
Новониколаевский рп,Волгоградская обл,новониколаевский,14.923522808748396,50.97449,42.36004,Новониколаевский,Волгоградская Область,,Россия,ok
Новоникольское с,Тамбовская обл,новоникольское,8.0,59.41667,33.21667,Новоникольское,Ленинградская область,,Россия,ok
Новоорск п,Оренбургская обл,новоорск,14.932482909846089,51.38122,58.98517,Новоорск,Оренбургская Область,,Россия,ok
Новопавловка с,Башкортостан Респ,новопавловка,8.831947369244219,51.21896,109.21565,Новопавловка,Забайкальский Край,,Россия,ok
Новопавловск г,Ставропольский край,новопавловск,9.010270719573096,43.95942,43.63156,Новопавловск,Ставрополье,,Россия,ok
Новопетровское с,Московская обл,новопетровское,14.855352512066364,55.99278,36.47194,Новопетровское,Московская область,,Россия,ok
Новопокровская ст-ца,Краснодарский край,,,,,,,,,not_found
Новопушкинское п,Саратовская обл,,,,,,,,,not_found
Новопышминское с,Свердловская обл,новопышминское,14.0,56.8869,62.222,Новопышминское,Свердловская Область,,Россия,ok
Новоржев г,Псковская обл,новоржев,14.82912958519054,57.0308,29.33257,Новоржев,Псковская Область,,Россия,ok
Новорождественская ст-ца,Краснодарский край,,,,,,,,,not_found
Новороссийск г,Краснодарский край,новороссийск,15.239610192139232,44.73188,37.76176,Новороссийск,Краснодарский край,,Россия,ok
Новосадовый п,Белгородская обл,новосадовый,14.0,50.65307,36.6644,Новосадовый,Белгородская Область,,Россия,ok
Новоселицкое с,Ставропольский край,новоселицкое,8.907383312732152,44.75083,43.43694,Новоселицкое,Ставрополье,,Россия,ok
Новоселье гп,Ленинградская обл,,,,,,,,,not_found
Новосемейкино пгт,Самарская обл,новосемейкино,14.917440226517057,53.37056,50.35428,Новосемейкино,Самарская Область,,Россия,ok
Новосергиевка п,Оренбургская обл,новосергиевка,14.948713842782588,52.087,53.6463,Новосергиевка,Оренбургская Область,,Россия,ok
Новосибирск г,Новосибирская обл,новосибирск,15.429350343798616,55.02259,82.93175,Новосибирск,Новосибирская Область,Новосибирский Район,Россия,ok
Новосиль г,Орловская обл,новосиль,14.829154650988391,52.97277,37.03958,Новосиль,Орловская Область,,Россия,ok
Новосиньково п,Московская обл,новосиньково,14.89964043014129,56.37737,37.32871,Новосиньково,Московская область,,Россия,ok
Новосмолинский п,Нижегородская обл,новосмолинский,14.854266598738928,56.2841,43.05071,Новосмолинский,Нижегородская Область,,Россия,ok
Новосокольники г,Псковская обл,новосокольники,14.910830764641103,56.34775,30.15681,Новосокольники,Псковская Область,,Россия,ok
Новоспасское рп,Ульяновская обл,новоспасское,14.930036387462376,53.15075,47.74766,Новоспасское,Ульяновская Область,,Россия,ok
Новостройка п,Московская обл,новостройка,8.0,60.98333,47.48333,Новостройка,Кировская Область,,Россия,ok
Новотитаровская ст-ца,Краснодарский край,,,,,,,,,not_found
Новотроицк г,Оренбургская обл,новотроицк,15.157295696975105,51.20099,58.31318,Новотроицк,Оренбургская Область,,Россия,ok
Новотроицкая ст-ца,Ставропольский край,,,,,,,,,not_found
Новотроицкое с,Татарстан Респ,новотроицкое,14.0,55.61472,52.41441,Новотроицкое,Татарстан,,Россия,ok
Новоузенск г,Саратовская обл,новоузенск,14.973701965966534,50.46321,48.14161,Новоузенск,Саратовская Область,,Россия,ok
Новоукраинский х,Краснодарский край,,,,,,,,,not_found
Новоукраинское с,Краснодарский край,новоукраинское,14.868761084370735,45.37833,40.52972,Новоукраинское,Краснодарский край,,Россия,ok
Новоульяновск г,Ульяновская обл,новоульяновск,14.974917019215177,54.14774,48.38644,Новоульяновск,Ульяновская Область,,Россия,ok
Новоуральск г,Свердловская обл,новоуральск,15.144945304201466,57.25483,60.09052,Новоуральск,Свердловская Область,,Россия,ok
Новохоперский рп,Воронежская обл,,,,,,,,,not_found
Новохопёрск г,Воронежская обл,новохоперск,14.88538082749772,51.0969,41.6252,Новохопёрск,Воронежская Область,Novokhopërskiy Rayon,Россия,ok
Новочебоксарск г,Чувашская Республика - Чувашия,новочебоксарск,9.176344290907693,56.11095,47.47755,Новочебоксарск,Чувашия,,Россия,ok
Новочеремшанск с,Ульяновская обл,новочеремшанск,14.81001614469366,54.35714,50.16662,Новочеремшанск,Ульяновская Область,,Россия,ok
Новочеркасск г,Ростовская обл,новочеркасск,15.202559937959384,47.4222,40.09373,Новочеркасск,Ростовская Область,,Россия,ok
Новошахтинск г,Ростовская обл,новошахтинск,15.1507701845595,47.76037,39.93335,Новошахтинск,Ростовская Область,,Россия,ok
Новошешминск с,Татарстан Респ,новошешминск,14.843076346341784,55.06637,51.24061,Новошешминск,Татарстан,,Россия,ok
Новые Батеки д,Смоленская обл,новые батеки,14.0,54.78546,31.84678,Новые Батеки,Смоленская Область,,Россия,ok
Новые Бурасы рп,Саратовская обл,новые бурасы,6.877493138749495,52.12982,46.07632,Нов.Бурасы,Саратовская Область,,Россия,ok
Новые Горки с,Ивановская обл,новые горки,8.0,57.73784,31.94488,Новые Горки,Новгородская Область,,Россия,ok
Новые Дарковичи п,Брянская обл,новые дарковичи,14.0,53.38663,34.32372,Новые Дарковичи,Брянская Область,,Россия,ok
Новый Городок п,Московская обл,новый городок,8.958259334587824,54.3074,86.2927,Новый Городок,Кузба́сс,,Россия,ok
Новый Егорлык с,Ростовская обл,новый егорлык,6.822684089040858,46.3927,41.87162,Нов.Егорлык,Ростовская Область,,Россия,ok
Новый Некоуз с,Ярославская обл,новый некоуз,14.81969879272589,57.9043,38.06729,Новый Некоуз,Ярославская Область,,Россия,ok
Новый Оскол г,Белгородская обл,новый оскол,14.995399053470924,50.76331,37.86415,Новый Оскол,Белгородская Область,,Россия,ok
Новый Рогачик рп,Волгоградская обл,новый рогачик,14.893274063486592,48.67685,44.06081,Новый Рогачик,Волгоградская Область,,Россия,ok
Новый Свет п,Ленинградская обл,новый свет,8.0,55.85,56.73333,Новый Свет,Башкортостан,,Россия,ok
Новый Торъял пгт,Марий Эл Респ,,,,,,,,,not_found
Новый Уренгой г,Ямало-Ненецкий АО,новый уренгой,15.145331345528902,66.08333,76.63333,Новый Уренгой,Ямало-Ненецкий АО,,Россия,ok
Новый п,Удмуртская Респ,новый,8.869466969654699,43.36525,132.02417,Новый,Приморский Край,,Россия,ok
Ногинск г,Московская обл,ногинск,15.166117304143045,55.86486,38.44853,Ногинск,Московская область,,Россия,ok
Ногинск-9 пгт,Московская обл,,,,,,,,,not_found
Ногир с,Северная Осетия - Алания Респ,ногир,8.934749021012342,43.08162,44.6365,Ногир,Северная Осетия,,Россия,ok
Нолинск г,Кировская обл,нолинск,14.92382473252292,57.5593,49.93332,Нолинск,Кировская Область,,Россия,ok
Ноябрьск г,Ямало-Ненецкий АО,ноябрьск,15.160824473564231,63.19309,75.43728,Ноябрьск,Ямало-Ненецкий АО,,Россия,ok
Нугуш с,Башкортостан Респ,нугуш,14.0,53.6361,57.4222,Нугуш,Башкортостан,,Россия,ok
Нудоль п,Московская обл,нудоль,14.709090982207998,56.1,36.51667,Нудоль,Московская область,,Россия,ok
Нуркеево д,Башкортостан Респ,нуркеево,14.0,54.57149,53.79553,Нуркеево,Башкортостан,,Россия,ok
Нурлат г,Татарстан Респ,нурлат,15.044732232990906,54.42903,50.80598,Нурлат,Татарстан,Нурлатский Район,Россия,ok
Нурлино с,Башкортостан Респ,нурлино,14.0,54.8175,55.55361,Нурлино,Башкортостан,,Россия,ok
Нурма д,Ленинградская обл,нурма,14.808856180527624,59.55,31.01667,Нурма,Ленинградская область,,Россия,ok
Нытва г,Пермский край,нытва,14.992944765420566,57.93771,55.34136,Нытва,Пермский край,,Россия,ok
Нюксеница с,Вологодская обл,нюксеница,14.837170488466764,60.41159,44.23309,Нюксеница,Вологодская Область,,Россия,ok
Нягань г.,Ханты-Мансийский Автономный округ - Югра АО,нягань,9.08616493284856,62.14056,65.39361,Нягань,Ханты-Мансийский АО,,Россия,ok
Нязепетровск г,Челябинская обл,нязепетровск,14.945077359182736,56.03715,59.59852,Нязепетровск,Челябинская,,Россия,ok
Няндома г,Архангельская обл,няндома,15.000694626090436,61.6718,40.21221,Няндома,Архангельская Область,,Россия,ok
Обливская ст-ца,Ростовская обл,,,,,,,,,not_found
Обнинск г,Калужская обл,обнинск,15.158425028202403,55.10993,36.61238,Обнинск,Калужская Область,,Россия,ok
Оболенск п,Московская обл,оболенск,14.856883642456808,54.97741,37.22449,Оболенск,Московская область,,Россия,ok
Оболенское с,Калужская обл,оболенское,14.0,55.0543,36.5705,Оболенское,Калужская Область,Малоярославетский Район,Россия,ok
Обоянь г,Курская обл,обоянь,14.954688403461793,51.21224,36.27859,Обоянь,Курская Область,,Россия,ok
Обухово рп,Московская обл,обухово,14.927021176901356,55.83278,38.2725,Обухово,Московская область,,Россия,ok
Обшаровка с,Самарская обл,обшаровка,14.86427680143243,53.125,48.85306,Обшаровка,Самарская Область,,Россия,ok
Объячево с,Коми Респ,объячево,14.0,60.33613,49.60964,Объячево,Коми,,Россия,ok
Обь г,Новосибирская обл,обь,15.009571818520689,54.98877,82.71337,Обь,Новосибирская Область,,Россия,ok
Овощной п,Ростовская обл,овощной,14.0,47.10371,39.64454,Овощной,Ростовская Область,,Россия,ok
Одесское с,Омская обл,одесское,14.870383871969024,54.215,72.9651,Одесское,Омская Область,,Россия,ok
Одинцово г,Московская обл,одинцово,15.182804272717055,55.66977,37.27716,Одинцово,Московская область,,Россия,ok
Одоев рп,Тульская обл,одоев,14.876201995356158,53.93567,36.68821,Одоев,Тульская Область,,Россия,ok
Озерецкое с,Московская обл,озерецкое,14.54971682252932,56.06667,37.38333,Озерецкое,Московская область,,Россия,ok
Озерки с,Ульяновская обл,озерки,9.146164269684306,60.03947,30.31128,Озерки,Санкт-Петербург,,Россия,ok
Озерный п,Новосибирская обл,озерный,8.927444129738271,57.9,33.65,Озёрный,Тверская Область,,Россия,ok
Озерный п,Смоленская обл,озерный,14.868642950866152,55.5802,32.4127,Озёрный,Смоленская Область,,Россия,ok
Озерный п,Тверская обл,озерный,14.927444129738271,57.9,33.65,Озёрный,Тверская Область,,Россия,ok
Озерск г,Челябинская обл,озерск,15.13025006860638,55.75556,60.70278,Озёрск,Челябинская,,Россия,ok
Озинки рп,Саратовская обл,озинки,14.91833801903934,51.1786,49.6769,Озинки,Саратовская Область,,Россия,ok
Озёры г,Московская обл,озеры,15.01620368569809,54.85998,38.55062,Озёры,Московская область,,Россия,ok
Оконешниково рп,Омская обл,оконешниково,14.861286694148452,54.84011,75.07729,Оконешниково,Омская Область,,Россия,ok
Окский п,Нижегородская обл,окский,14.0,56.17676,43.77246,Окский,Нижегородская Область,,Россия,ok
Оксовский п,Архангельская обл,оксовский,14.766105638236183,62.60623,39.89845,Оксовский,Архангельская Область,,Россия,ok
Октябрьск г,Самарская обл,октябрьск,15.017759034244747,53.16675,48.69723,Октябрьск,Самарская Область,,Россия,ok
Октябрьская ст-ца,Краснодарский край,,,,,,,,,not_found
Октябрьский г,Башкортостан Респ,октябрьский,15.1591745887496,54.48147,53.47103,Октябрьский,Башкортостан,,Россия,ok
Октябрьский п,Волгоградская обл,октябрьский,14.815765701519648,48.655,43.804,Октябрьский,Волгоградская Область,,Россия,ok
Октябрьский п,Свердловская обл,октябрьский,9.1591745887496,54.48147,53.47103,Октябрьский,Башкортостан,,Россия,ok
Октябрьский п,Татарстан Респ,октябрьский,9.1591745887496,54.48147,53.47103,Октябрьский,Башкортостан,,Россия,ok
Октябрьский п,Тульская обл,октябрьский,9.1591745887496,54.48147,53.47103,Октябрьский,Башкортостан,,Россия,ok
Октябрьский п,Ульяновская обл,октябрьский,9.1591745887496,54.48147,53.47103,Октябрьский,Башкортостан,,Россия,ok
Октябрьский пгт,Белгородская обл,октябрьский,14.904452188728124,50.44521,36.36066,Октябрьский,Белгородская Область,,Россия,ok
Октябрьский пгт.,Московская обл,октябрьский,14.930574145673944,55.60806,37.97738,Октябрьский,Московская область,,Россия,ok
Октябрьский рп,Архангельская обл,октябрьский,14.910597935665145,61.08934,43.17177,Октябрьский,Архангельская Область,,Россия,ok
Октябрьский рп,Волгоградская обл,октябрьский,14.815765701519648,48.655,43.804,Октябрьский,Волгоградская Область,,Россия,ok
Октябрьский рп,Московская обл,октябрьский,14.930574145673944,55.60806,37.97738,Октябрьский,Московская область,,Россия,ok
Октябрьский рп,Пермский край,октябрьский,14.910397935598477,56.51713,57.20489,Октябрьский,Пермский край,,Россия,ok
Октябрьский рп,Рязанская обл,октябрьский,14.871078434046842,54.22675,38.89402,Октябрьский,Рязанская Область,,Россия,ok
Октябрьский с,Удмуртская Респ,октябрьский,9.1591745887496,54.48147,53.47103,Октябрьский,Башкортостан,,Россия,ok
Октябрьское с,Липецкая обл,октябрьское,8.0,52.34774,55.5022,Октябрьское,Оренбургская Область,,Россия,ok
Октябрьское с,Оренбургская обл,октябрьское,14.0,52.34774,55.5022,Октябрьское,Оренбургская Область,,Россия,ok
Октябрьское с,Ставропольский край,октябрьское,8.0,52.34774,55.5022,Октябрьское,Оренбургская Область,,Россия,ok
Октябрьское с,Челябинская обл,октябрьское,14.0,54.41171,62.73159,Октябрьское,Челябинская,,Россия,ok
Октябрьской Фабрики п,Московская обл,,,,,,,,,not_found
Окуловка г,Новгородская обл,окуловка,14.953625709465788,58.40801,33.28852,Окуловка,Новгородская Область,,Россия,ok
Оленегорск г,Мурманская обл,оленегорск,15.00720059491864,68.1432,33.25287,Оленегорск,Мурманская Область,,Россия,ok
Оленегорск-2 г,Мурманская обл,,,,,,,,,not_found
Оленино пгт,Тверская обл,оленино,14.853306654057253,56.20917,33.48888,Оленино,Тверская Область,,Россия,ok
Олонец г,Карелия Респ,олонец,14.921094019204816,60.98106,32.97261,Олонец,Карелия,,Россия,ok
