Precatalyst,Cocatalyst,ratio,solvent,T,P,time,Activity,C4,C6,C8,1-C4,1-C6,Precatalyst_metal,ligand_type
C1C=C(C)C2N3[Ni](Cl)(Cl)N4C5C=CC=CC=5N(C)C=4C=3C=CC=2C=1,MMAO,1000.0,Cc1ccccc1,303.15,10.0,0.33,129999.99999999999,94.1,5.9,,84.0,,Ni,"(N,N)"
C12C=CC3C=CC=N4[Ni]5(Cl)(Cl)N6C7C=CC=CC=7NC=6C(=CC=1)N5=C2C=34,DEAC,300.0,Cc1ccccc1,293.15,30.0,1.0,6170000.0,90.3,9.7,,64.2,,Ni,"(N,N,N)"
N12CCO([Ni]1(Cl)N1C=CC=C1C=2)C1C=CC=CC=1,MAO,500.0,Cc1ccccc1,303.15,20.0,0.3333333333333333,308550.0,97.7,2.3,,90.0,52.0,Ni,"(N,N,O)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,MAO,1000.0,Cc1ccccc1,298.15,20.0,0.5,627000.0,79.06,7.63,,,,Ni,"(N,P)"
N12CCO3[Cr](Cl)(Cl)(Cl)(N4=C(C)C=C(C)N4CC3)N1=C(C)C=C2C,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,1329570.0,14.1,15.6,21.0,93.8,91.2,Cr,"(N,N,O)"
C1C=CC=C([NH+]2[Cr]3(Cl)(Cl)(O4CCCC4)N4C(C(C)(C)C)=CC=C4C=N3CC2)C=1,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,92565.0,33.4,19.4,19.4,80.0,78.0,Cr,"(N,N,N,O)"
C1(=N(C2C(C)=CC=CC=2C)[Fe]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MMAO,1000.0,Cc1ccccc1,313.15,30.0,0.5,231000.00000000003,65.5,16.3,8.7,,,Fe,"(N,N,N)"
C12C3[Fe]4567891(C1C4C5C6C71)C3C8C29[P+]([Ni]([P+](C1C=CC=CC=1)(C1C=CC=CC=1)C12C3C4C5C1[Fe]16782345C2C1C6C7C82)([C+]=O)[C+]=O)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,2500.0,CCCCC,333.15,10.0,1.0,289987.29,28.0,68.0,4.0,0.0,,Fe,"(Cp,Cp); (C,C,P,P)"
CC(C)CN1[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Cr]2(Cl[Cr]3(Cl)(Cl)([P+](N(CC(C)C)[P+]3(C3C=CC=CC=3)C3C=CC=CC=3)(C3C=CC=CC=3)C3C=CC=CC=3)Cl2)(Cl)(Cl)[P+]1(C1C=CC=CC=1)C1C=CC=CC=1,MAO,800.0,Cc1ccccc1,318.15,35.0,0.5,5501600.0,,20.7,68.1,,38.5,Cr,"(P,P)"
C1C=C(C2C=CC=CC=2)N2[Co]3(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,2000.0,Cc1ccccc1,293.15,1.0,0.5,431000.0,82.2,14.8,,98.2,,Co,"(N,N,N)"
C1C2C(=N(C3C(C)=CC=CC=3C)[Ni]3(Cl)(Cl)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,MMAO,1000.0,Clc1ccccc1,293.15,10.0,0.5,4000.0,100.0,,,100.0,,Ni,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(CC)=CC=CC=3)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,910000.0,44.3,33.5,22.2,,,Fe,"(N,N,N)"
C1C=C2C3=N4[Co](Cl)(Cl)(N(C5C(C(C)C)=CC=CC=5C(C)C)=C3C3=CC=CC(C=1)=C23)N(C)(C)CC4,MAO,700.0,Cc1ccccc1,283.15,1.3,0.5,106600.0,40.2,59.8,,54.97512437810945,27.926421404682277,Co,"(N,N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(CC)=CC(C)=CC=4CC)=C(C(C)(C)C)C=3C=CC=2C=1,EASC,500.0,Cc1ccccc1,313.15,5.0,0.5,3900000.0,16.8,18.8,,,,Ni,"(N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCCCCCCCN2[Fe]3(OC4C=CC=CC=4C=N3CCCCCCCCNC(=O)CC1)OC1=CC=CC=C1C=2,MAO,500.0,Cc1ccccc1,298.15,5.0,0.5,26200.0,52.66,16.97,16.42,,,Fe,"(N,N,O,O)"
C1(=N(C2C(C)=CC=CC=2C)[Co]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MAO,1000.0,Cc1ccccc1,293.15,20.0,0.5,31600.0,77.8,22.2,,,,Co,"(N,N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,MMAO,2500.0,Cc1ccccc1,313.15,5.0,0.75,890000.0,6.7,88.9,,,,Ni,"(N,N)"
C1C2C(=N(C3C(Cl)=CC=CC=3Cl)[Ni]3(Br)(Br)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,DEAC,200.0,Cc1ccccc1,323.15,10.0,0.5,567000.0,94.2,5.8,,87.9,,Ni,"(N,N,N)"
C1C=C(C(C)C)C2N3[Ni](Cl)(Cl)N4C5C=CC=CC=5N(CC)C=4C=3C=CC=2C=1,DEAC,250.0,Cc1ccccc1,303.15,10.0,0.33,2340000.0,93.2,6.8,,79.3,,Ni,"(N,N)"
C1C=CC(CC)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N2C5C=CC=C(C)C=5NC=2C=4C=CC=3)C=1CC,DEAC,700.0,Cc1ccccc1,303.15,10.0,0.5,2500000.0,99.4,0.6,,,,Ni,"(N,N,N)"
C1C2C=CC(C3CCCCC3)=N3[Co]4(Cl)(Cl)N5C=CC=CC=5C=N4C(=CC=1)C=23,MMAO,1500.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,850000.0,96.7,3.3,,95.2,,Co,"(N,N,N)"
C(N1[P+](C2C=CC=CC=2)([Ni](Cl)(Cl)[P+]1(C1C=CC=CC=1)C1C=CC=CC=1)NC(C)C)(C)C,TEA,100.0,Cc1ccccc1,338.15,30.0,2.0,4401.75,72.0,11.9,16.1,0.0,,Ni,"(P,P)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Br)=CC(F)=CC=3)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,924000.0000000001,43.6,42.2,14.2,,,Fe,"(N,N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C(C)C)=CC=CC=4C(C)C)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,303.15,10.0,0.75,583000.0,35.3,11.2,53.5,,,Ni,"(N,N)"
C1C=CC2N3[Ni](Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C4CCCC(=CC=2C=1)C=34,TMA,300.0,Cc1ccccc1,303.15,10.0,0.75,438999.99999999994,31.7,6.7,61.6,,,Ni,"(N,N)"
C1C=CN2[Ni]34(Br)([NH+](CCOC)C(C)C5C=CC=CN=53)[NH+](CCO4C)C(C)C=2C=1,MAO,1000.0,Cc1ccccc1,303.15,10.0,1.0,1880000.0,77.0,15.0,8.0,94.0,56.0,Ni,"(N,N,N,N,O)"
N12CN3C4C=CC=CC=4N=N3[Ni](Br)(Br)N1=NC1C=CC=CC2=1,DEAC,150.0,Cc1ccccc1,303.15,3.8,0.5,1991999.9999999998,93.3,6.7,,16.1,13.7,Ni,"(N,N)"
C12=[N+](C3=C(C(C)C)C=CC=C3C(C)C)C=CN1[P+](C(C)(C)C)(C(C)(C)C)[Cr]2(CC1=CC=CC=C1)(CC1=CC=CC=C1)CC1=CC=CC=C1,MAO,400.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,318367.5,10.0,15.0,18.0,99.0,91.0,Cr,"(C,C,C,C,P)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(C(C)C)=CC=CC=3)C=CC3C=CC=1C=2C=34,MAO,500.0,Cc1ccccc1,293.15,1.0,0.5,89300.0,57.6,31.1,11.3,,,Fe,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(CC)=CC=CC=3)C=CC3C=CC=1C=2C=34,MAO,1000.0,Cc1ccccc1,313.15,10.0,1.0,17800000.0,22.6,43.4,34.0,,,Fe,"(N,N,N)"
N12CCCO([Ni](Cl)(Cl)N1=C(C)C=C2C)C1C=CC=CC=1,MAO,100.0,Cc1ccccc1,303.15,20.0,0.3333333333333333,849915.0,92.8,7.2,,78.0,24.0,Ni,"(N,O)"
[Ni]1([P+](N(C(C)C)[Si](C)(C)C[P+]1(C1C=CC=CC=1)C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1)(Br)Br,EADC,500.0,CC1CCCCC1,333.15,10.0,0.5,4760000.0,87.9,12.1,,50.6,17.7,Ni,"(P,P)"
C1C=C(C)C2N3[Ni](Cl)(Cl)N4C5C=CC=CC=5N(CC)C=4C=3C=CC=2C=1,DEAC,250.0,Cc1ccccc1,303.15,10.0,0.33,1880000.0,93.1,6.9,,77.6,,Ni,"(N,N)"
C1C=CN2[Ni]34(Br)([NH+](CCOC)CC5C=CC=CN=53)[NH+](CCO4C)CC=2C=1,EADC,250.0,Cc1ccccc1,303.15,10.0,1.0,3320000.0,58.0,37.0,5.0,79.0,47.0,Ni,"(N,N,N,N,O)"
CCCCCCCCCCCCN1CCC(=O)NCCCCCCCCN2[Fe]3(OC4C=CC=CC=4C=N3CCCCCCCCNC(=O)CC1)OC1=CC=CC=C1C=2,MAO,500.0,CC1CCCCC1,298.15,5.0,0.5,14499.999999999998,62.53,11.23,20.17,,,Fe,"(N,N,O,O)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C)=CC=CC=3C)=C3CCCC(C=1)=C23,DEAC,800.0,Cc1ccccc1,303.15,10.0,0.5,602000.0,18.9,81.0,,99.0,32.5,Ni,"(N,N)"
C(CCCC)CCCCCCCCCCCCCN1CCC(=O)NCCN2[Fe]3(N(=CC4C(O3)=CC=CC=4)CCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,500.0,C1CCCCC1,298.15,5.0,0.5,62300.000000000015,31.63,7.86,7.5,,,Fe,"(N,N,O,O)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N4C5C=C(C(C)(C)C)C=CC=5OC=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,333.15,10.0,0.5,7359999.999999999,19.3,32.8,,,,Cr,"(N,N,N)"
C12[P+]([Cr]34(O=C(C)CC(C)=O3)(O=C(C)CC(C)=O4)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)C1=CC(C(C)C)=CC=2)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,730.0,Cc1ccccc1,358.15,20.0,0.5,1492400.0,0.6,46.4,44.1,,82.2,Cr,"(O,O,O,O,P,P)"
CCCCCCCCCCCCN1CCC(=O)NCCCCN2[Ni]3(N(=CC4C(O3)=CC=CC=4)CCCCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,300.0,Cc1ccccc1,298.15,5.0,0.5,87000.0,21.76,11.8,65.55,,,Ni,"(N,N,O,O)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N4C5C=C(C(C)(C)C)C=CC=5OC=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1800.0,Cc1ccccc1,293.15,1.0,0.5,815000.0,62.5,18.1,,,,Cr,"(N,N,N)"
C1C2C3C=NC4C=CC=CC=4N=3[Ni]3(Cl)(Cl)N=2C(C(C)=N3C2C(C(C)C)=CC=CC=2C(C)C)=CC=1,"CC[Al](Cl)CC,PPh3",700.0,Cc1ccccc1,293.15,1.0,0.5,229999.99999999997,85.0,15.0,,,,Ni,"(N,N,N)"
C12C=CC3C=CC(C)=N4[Ni]5(Br)(Br)N6C7C=CC=CC=7N(CC7C=CC=CC=7)C=6C(=CC=1)N5=C2C=34,DEAC,1000.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,3400000.0,90.2,9.8,,72.5,,Ni,"(N,N,N)"
C1(=N(C2C(C)=CC=CC=2C)[Co]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MAO,1000.0,Cc1ccccc1,293.15,30.0,0.5,354000.0,90.0,10.0,,,,Co,"(N,N,N)"
[P+]12(C3=CC=CC=C3)CC3=N(C(CO3)(C)C)[Ni]1(N1=C(C2)OCC1(C)C)(Cl)Cl,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,246840.0,90.0,10.0,1.0,,,Ni,"(N,N,P)"
C1(C2=N(C(CO2)(C)C)[Ni](Cl)(Cl)[P+]1(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,EADC,2.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,712470.0,67.0,28.0,3.0,,,Ni,"(N,P)"
C12C=CC3C=CC=N4[Ni]5(Cl)(Cl)N6C7C=CC=CC=7NC=6C(=CC=1)N5=C2C=34,MMAO,1000.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,1130000.0,93.0,7.0,,59.1,,Ni,"(N,N,N)"
C1C=CC(C2C=C(CCCC)C=C3C(C)=N([Ni](Br)(Br)N=23)C2C(C(C)C)=CC=CC=2C(C)C)=CC=1,EASC,150.0,Clc1ccccc1,323.15,1.3,0.5,650000.0,87.0,13.0,,92.0,61.5,Ni,"(N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(CC)=CC=CC=3)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,263.15,1.0,0.5,348000.0,34.6,45.4,20.0,,,Fe,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCCCN2[Co]3(OC4C=CC=CC=4C=N3CCCCNC(=O)CC1)OC1=CC=CC=C1C=2,MAO,500.0,CC1CCCCC1,298.15,5.0,0.5,48900.0,78.66,11.26,8.94,,,Co,"(N,N,O,O)"
C1C=C(C2C=CC=CC=2)N2[Ni]3(Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,DEAC,300.0,Cc1ccccc1,293.15,1.0,0.5,14299.999999999998,100.0,0.0,,78.5,,Ni,"(N,N,N)"
C1=CC2C=N3[Ni]4(N(=CC5C=CC=CC=5O4)CCCCNC(CCN(CCCCCCCCCCCC)CCC(=O)NCCCC3)=O)OC=2C=C1,DEAC,500.0,Cc1ccccc1,288.15,5.0,0.5,224000.00000000003,71.44,7.08,4.33,,,Ni,"(N,N,O,O)"
C1C(C)=N2[Ni](Br)(Br)N3=C(C)C=CC4C=CC(C=1)=C2C=43,MAO,500.0,Cc1ccccc1,293.15,1.0,0.5,216000.0,98.2,1.8,,,,Ni,"(N,N)"
C1C2C=CC(C(C)C)=N3[Fe]4(Cl)(Cl)N5C(C)=CC=CC=5C=N4C(=CC=1)C=23,MMAO,500.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,380000.0,95.7,4.3,,95.7,,Fe,"(N,N,N)"
C1C2C=CC(C(C)C)=N3[Fe]4(Cl)(Cl)N5C(C)=CC=CC=5C=N4C(=CC=1)C=23,MMAO,2000.0,Cc1ccccc1,293.15,20.0,0.3333333333333333,610000.0,89.1,10.9,,50.7,,Fe,"(N,N,N)"
C1C=C2C3=N4[Co](Cl)(Cl)(N(C5C(C(C)C)=CC=CC=5C(C)C)=C3C3=CC=CC(C=1)=C23)N(C(C)C)(C(C)C)CC4,MAO,1200.0,Cc1ccccc1,303.15,1.3,0.5,88400.0,43.0,57.0,,58.83720930232558,29.473684210526315,Co,"(N,N,N)"
C1C=CN2[Ni]34(Br)([NH+](CCN(CC)CC)CC5C=CC=CN=53)[NH+](CCN4(CC)CC)CC=2C=1,MAO,1000.0,Cc1ccccc1,303.15,10.0,1.0,2240000.0,71.0,18.0,11.0,91.0,58.0,Ni,"(N,N,N,N,N)"
C1C=CC(CC)=C(N2[Fe]3(Cl)(Cl)N(C4C=CC=CC=4F)=C(C)C4C=CC=C(N=43)C=2C)C=1,MMAO,1000.0,Cc1ccccc1,293.15,1.0,1.0,1150000.0,9.3,,,,,Fe,"(N,N,N)"
C1C2C3C=NC4C=CC=CC=4N=3[Ni]3(Cl)(Cl)N=2C(C(C)=N3C2C(Cl)=CC=CC=2Cl)=CC=1,"CC[Al](Cl)CC,PPh3",700.0,Cc1ccccc1,293.15,1.0,0.5,150000.0,94.6,5.4,,,,Ni,"(N,N,N)"
C12C=N3[Ni]4(N(=CC5C(O4)=C(C)C=CC=5)CC3)OC=1C(C)=CC=C2,MAO,275.0,C1CCCCC1,323.15,40.0,0.5,1630000.0,19.7,9.9,9.6,81.4,65.5,Ni,"(N,N,O,O)"
N12C3C=CC=CC=3O([Ni]1(Cl)N1C=CC=C1C=2)C,MAO,250.0,Cc1ccccc1,303.15,20.0,0.3333333333333333,171105.0,100.0,0.0,,94.0,0.0,Ni,"(N,N,O)"
C1C=C2C3=N4[Co](Cl)(Cl)(N(C5C(C(C)C)=CC=CC=5C(C)C)=C3C3=CC=CC(C=1)=C23)N(CC)(CC)CC4,MAO,1200.0,Cc1ccccc1,303.15,1.3,0.5,85800.0,38.2,61.8,,53.40314136125654,28.96440129449838,Co,"(N,N,N)"
C12C=CC3C=CC(C)=N4[Ni]5(Br)(Br)N6C7C=CC=CC=7N(C(C)C)C=6C(=CC=1)N5=C2C=34,DEAC,300.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,1019999.9999999999,94.4,5.6,,86.4,,Ni,"(N,N,N)"
N1([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Ni](Cl)(Cl)[P+]1(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=C(SC)C=C1,EADC,3.0,Clc1ccccc1,302.15,10.0,0.58,760155.0,58.0,36.0,5.0,,,Ni,"(P,P)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N4C5C=C(C(C)(C)C)C=CC=5OC=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,333.15,1.0,0.5,1710000.0000000002,30.3,34.4,,,,Cr,"(N,N,N)"
CC(C)CN1[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Cr]2(Cl[Cr]3(Cl)(Cl)([P+](N(CC(C)C)[P+]3(C3C=CC=CC=3)C3C=CC=CC=3)(C3C=CC=CC=3)C3C=CC=CC=3)Cl2)(Cl)(Cl)[P+]1(C1C=CC=CC=1)C1C=CC=CC=1,MAO,700.0,Cc1ccccc1,318.15,45.0,0.5,8595600.0,,18.7,70.5,,36.2,Cr,"(P,P)"
C1C(C)=CC(C(C2C=CC=CC=2)C2C=CC=CC=2)=C(N2[Ni]3(Br)(Br)N(C4C(CC)=CC=CC=4CC)=C(C)C4C=CC=C(N=43)C=2C)C=1C(C1C=CC=CC=1)C1C=CC=CC=1,EASC,500.0,Cc1ccccc1,313.15,10.0,0.5,146000.0,97.8,2.2,,94.2,,Ni,"(N,N,N)"
C1=C2CP(C3C=CC=CC=3)(C3C=CC=CC=3)=O[Co]3(Cl)(Cl)N4=C(C)C=C(C)N4CC(C=C1)=N23,EADC,1000.0,Cc1ccccc1,303.15,10.0,1.0,230000.00000000003,83.0,14.0,3.0,21.0,33.0,Co,"(N,N,O)"
C1C=C(C2C=CC=CC=2)N2[Fe]3(Cl)(Cl)N(C4C(C)=CC=CC=4C)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,500.0,Cc1ccccc1,313.15,10.0,0.5,1940000.0000000002,99.2,0.8,,99.9,,Fe,"(N,N,N)"
C12C[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Cl)(Cl)N=1CCO2,EADC,6.0,Clc1ccccc1,300.65,11.0,0.5833333333333334,2210340.0,53.0,42.0,5.0,4.0,,Ni,"(N,P)"
C1C(C)=CC(C(C2C=CC=CC=2)C2C=CC=CC=2)=C(N2[Ni]3(Br)(Br)N(C4C(C)=CC(C)=CC=4C)=C(C)C4C=CC=C(N=43)C=2C)C=1C(C1C=CC=CC=1)C1C=CC=CC=1,EASC,600.0,Cc1ccccc1,298.15,10.0,0.5,24500.0,94.8,5.2,,97.3,,Ni,"(N,N,N)"
C1=CC(C)=N2[Co]3(Cl)(Cl)N4C5C=CC=CC=5N(C(C)C)C=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1500.0,Cc1ccccc1,293.15,30.0,0.33,552000.0,89.2,10.8,,81.7,,Co,"(N,N,N)"
C1C=CC=C([NH+]2[Cr]3(Cl)(Cl)(O4CCCC4)N4C=CC=C4C=N3CC2)C=1,MAO,500.0,Cc1ccccc1,353.15,20.0,0.25,2123385.0,63.5,4.7,4.7,97.0,97.2,Cr,"(N,N,N,O)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N(C4C=CC=CC=4F)=C(C)C4C=CC=C(N=43)C=2C)C=1,MMAO,1000.0,Cc1ccccc1,273.15,1.0,1.0,3030000.0,7.3,,,,,Fe,"(N,N,N)"
C1C=CN2[Ni](Cl)(Cl)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)OC(C)(C)C=2C=1,EADC,1.3,Cc1ccccc1,303.15,10.0,0.5833333333333334,325380.0,92.0,13.0,0.1,19.0,,Ni,"(N,P)"
C1([Cr](Cl)(Cl)C2N(C=C[N+]=2C2C(C(C)C)=CC=CC=2C(C)C)P(C(C)(C)C)C(C)(C)C)=[N+](C2C(C(C)C)=CC=CC=2C(C)C)C=CN1P(C(C)(C)C)C(C)(C)C,MAO,400.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,54136.5,0.0,17.0,51.0,0.0,99.0,Cr,"(C,C)"
C1=C2N([Ni]([P+](OC2)(C2=CC=CC=C2)C2=CC=CC=C2)(Cl)Cl)=CC=C1,EADC,6.0,Clc1ccccc1,300.65,10.0,0.5833333333333334,1640925.0,63.0,35.0,2.0,3.0,,Ni,"(N,P)"
P(C1[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni]2([P+](C(P(=O)(OC)OC)=P2(C2C=CC=CC=2)C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)P=1(C1C=CC=CC=1)C1C=CC=CC=1)(=O)(OC)OC,EADC,6.0,Clc1ccccc1,296.15,10.0,0.58,818639.25,93.0,7.0,1.0,10.0,2.0,Ni,"(P,P,P,P)"
N12C[Se+]([Ni]3(Br)(Br)(N4N(C[Se+]3C3C=CC=CC=3)C(C)=CC=4C)N1=C(C)C=C2C)C1C=CC=CC=1,MAO,400.0,Cc1ccccc1,323.15,20.0,0.33,1180905.0,94.8,5.2,,83.4,,Ni,"(N,N,Se,Se)"
C12C(C)=N(C3C=CC=C(I)C=3)[Fe]3(Cl)(Cl)(Cl)N=1C(C(=N3C1C=C(I)C=CC=1)C)=CC=C2,MAO,2500.0,Cc1ccccc1,333.15,10.0,1.0,6198302.433371958,34.5,41.1,13.1,98.9,55.4,Fe,"(N,N,N)"
C1N=C2C3N=CC=CC=3/C(=N3/NC(=O[Ni]4/3(/N(=C3\C5C=CC=NC=5C5N=CC=CC\3=5)/NC(C3C=CC=CC=3)=O4)(Cl)Cl)C3C=CC=CC=3)/C2=CC=1,MAO,1000.0,Cc1ccccc1,323.15,1.0,0.33,47500.0,92.6,5.7,1.7,100.0,0.0,Ni,"(N,N,O,O)"
N12CCCO([Ni](Cl)(Cl)N1=C(C)C=C2C)C1C=CC=CC=1,MAO,250.0,Cc1ccccc1,303.15,20.0,0.16666666666666666,2145825.0,91.6,8.4,,71.0,21.0,Ni,"(N,O)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,MAO,1000.0,Cc1ccccc1,298.15,1.0,1.0,98000.0,81.77,14.79,,,,Ni,"(N,P)"
C1C=CC(C)=C(N2[Ni]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC=C(N=43)C=2C)C=1C,DEAC,500.0,Cc1ccccc1,293.15,10.0,0.5,580000.0,90.3,7.0,,82.5,,Ni,"(N,N,N)"
N1(C2C(C(C)C)=CC=CC=2C(C)C)C2[Ni]3(O4CCN5C=CN(C6C(C(C)C)=CC=CC=6C(C)C)C5[Ni]4(Cl)O3CCN2C=C1)Cl,EADC,10.0,Clc1ccccc1,293.15,10.0,0.6,1115110.0,56.0,0.0,0.0,6.0,,Ni,"(C,O,O)"
C1(C(C)C)C=CC=C(C(C)C)C=1N1[Ni](Br)(Br)[P+](C(C)C)(C(C)C)OC=1C(C)(C)C,DEAC,1192.3076923076924,Cc1ccccc1,303.15,9.0,1.0,3795165.0,84.0,14.0,1.0,36.0,,Ni,"(N,P)"
C12[P+]([Cr]34(O=C(C)CC(C)=O3)(O=C(C)CC(C)=O4)[P+](C3C(COCC)=CC=CC=3)(C3C=CC=CC=3)(C3C=CC=CC=3)C1=CC(OC)=C(OC)C=2)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,730.0,Cc1ccccc1,358.15,20.0,0.5,1872000.0,0.7,75.5,14.2,,89.7,Cr,"(O,O,O,O,P,P)"
N1(C2CCCC2)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,500.0,C1CCCCC1C,318.15,10.0,0.3333333333333333,131999999.99999999,82.3,17.7,,35.7,8.5,Ni,"(P,P)"
N12C3C=CC=CC=3O([Ni]1(Cl)N1C=CC=C1C=2)C1C=CC=CC=1,MAO,250.0,Cc1ccccc1,303.15,20.0,0.3333333333333333,412335.0,98.9,1.1,,84.0,30.0,Ni,"(N,N,O)"
C1C=CC=C(OCCN2[Co](Cl)(Cl)OC3=CC=CC=C3C=2)C=1,MAO,300.0,Cc1ccccc1,293.15,20.0,0.5,204999.99999999997,49.96,7.9,16.62,,,Co,"(N,O)"
C12C=N3[Ni]4(N(=CC5C(O4)=C(C)C=CC=5)CC3)OC=1C(C)=CC=C2,MAO,225.0,C1CCCCC1,323.15,10.0,0.5,620000.0,45.9,39.9,6.2,88.4,73.2,Ni,"(N,N,O,O)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N4C5C=C(C(C)(C)C)C=CC=5OC=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,333.15,1.0,0.5,888000.0000000001,23.1,26.8,,,,Cr,"(N,N,N)"
C1CC[P+]([Cr](O2CCCC2)(Cl)(Cl)(Cl)[NH2+]1)(C1C=CC=CC=1)C1C=CC=CC=1,MAO,700.0,Cc1ccccc1,333.15,45.0,0.78,16993600.0,,34.8,55.3,,94.8,Cr,"(N,O,P)"
[Ni]1([P+](N(C2CCCC2)[Si](C)(C)C[P+]1(C1C=CC=CC=1)C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1)(Br)Br,EADC,700.0,CC1CCCCC1,318.15,10.0,0.5,34500000.0,58.6,41.4,,26.7,6.3,Ni,"(P,P)"
C1C(C)=CC(C(C2C=CC=CC=2)C2C=CC=CC=2)=C(N2[Ni]3(Br)(Br)N(C4C(CC)=CC(C)=CC=4CC)=C(C)C4C=CC=C(N=43)C=2C)C=1C(C1C=CC=CC=1)C1C=CC=CC=1,EASC,500.0,Cc1ccccc1,313.15,10.0,0.5,28000.0,93.4,6.6,,97.2,,Ni,"(N,N,N)"
